,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Start,Stop,Chromosome
OIIa.chrY.v1.g391070,0,NA,NA,NA,NA,NA,58977478,58978266,ChrY
OIIa.chrY.v1.g391080,0,NA,NA,NA,NA,NA,59046198,59046983,ChrY
OIIa.chrY.v1.g391090,0,NA,NA,NA,NA,NA,59260298,59260618,ChrY
OIIa.chrY.v1.g391100,0,NA,NA,NA,NA,NA,59293615,59294688,ChrY
OIIa.chrY.v1.g391110,0,NA,NA,NA,NA,NA,59327276,59327539,ChrY
OIIa.chrY.v1.g391120,0,NA,NA,NA,NA,NA,59439133,59439657,ChrY
OIIa.chrY.v1.g391130,0,NA,NA,NA,NA,NA,59443277,59443819,ChrY
OIIa.chrY.v1.g391210,805.4298888,-13.70912395,1.030317885,-13.30572258,2.14E-40,6.46E-37,59570974,59576493,ChrY
OIIa.chrY.v1.g391220,0.044421471,0,8.775233444,0,1,NA,59808013,59810134,ChrY
OIIa.chrY.v1.g391230,0,NA,NA,NA,NA,NA,60193453,60194259,ChrY
OIIa.chrY.v1.g391270,0.045619684,0,8.775233444,0,1,NA,60263359,60264309,ChrY
OIIa.chrY.v1.g391290,1.866894792,-2.101142302,1.866457074,-1.125738347,0.260276287,0.511865374,60278670,60278897,ChrY
OIIa.chrY.v1.g391310,1.296384129,-2.103294587,1.760831453,-1.194489446,0.232286567,0.477941166,60300687,60300914,ChrY
OIIa.chrY.v1.g391320,92.90912345,-2.933928285,0.69119469,-4.244720524,2.19E-05,0.000501822,60504887,60507556,ChrY
OIIa.chrY.v1.g391330,213.8973441,-12.08615033,1.04981535,-11.51264394,1.14E-30,7.75E-28,60593066,60596398,ChrY
OIIa.chrY.v1.g391340,0,NA,NA,NA,NA,NA,60722802,60724577,ChrY
OIIa.chrY.v1.g391350,0,NA,NA,NA,NA,NA,60728088,60729662,ChrY
OIIa.chrY.v1.g391360,0,NA,NA,NA,NA,NA,61321679,61324794,ChrY
OIIa.chrY.v1.g391370,40.3319598,-8.495350503,1.069036536,-7.946735414,1.91E-15,4.54E-13,61379267,61380091,ChrY
OIIa.chrY.v1.g391380,59.30176836,-8.108595247,1.126776778,-7.196274722,6.19E-13,1.06E-10,61453481,61474283,ChrY
OIIa.chrY.v1.g391390,0.016886435,0,8.775233444,0,1,NA,61526479,61526694,ChrY
OIIa.chrY.v1.g391450,0,NA,NA,NA,NA,NA,61717784,61718173,ChrY
OIIa.chrY.v1.g391480,0,NA,NA,NA,NA,NA,61806086,61806556,ChrY
OIIa.chrY.v1.g391490,0,NA,NA,NA,NA,NA,61998651,61998857,ChrY
OIIa.chrY.v1.g391630,0,NA,NA,NA,NA,NA,62476834,62477535,ChrY
OIIa.chrY.v1.g391650,0,NA,NA,NA,NA,NA,62481014,62481715,ChrY
OIIa.chrY.v1.g391670,0,NA,NA,NA,NA,NA,62484770,62485902,ChrY
OIIa.chrY.v1.g391690,0,NA,NA,NA,NA,NA,62489386,62490087,ChrY
OIIa.chrY.v1.g391700,0,NA,NA,NA,NA,NA,62493565,62494266,ChrY
OIIa.chrY.v1.g391720,0.021043242,-1.358187143,8.771806958,-0.154835503,0.876951001,NA,62565038,62567019,ChrY
OIIa.chrY.v1.g391730,0.012866193,0,8.775233444,0,1,NA,62718975,62719181,ChrY
OIIa.chrY.v1.g391820,0.697833671,0,8.775233444,0,1,NA,62966024,62972238,ChrY
OIIa.chrY.v1.g391870,0,NA,NA,NA,NA,NA,63355141,63355380,ChrY
OIIa.chrY.v1.g391880,2.247795313,-6.063878095,2.360625265,-2.568759296,0.010206332,0.056021955,63656569,63656775,ChrY
OIIa.chrY.v1.g391940,0,NA,NA,NA,NA,NA,63818971,63819627,ChrY
OIIa.chrY.v1.g392020,0,NA,NA,NA,NA,NA,64214937,64215262,ChrY
OIIa.chrY.v1.g392030,0.021791291,-1.388631982,8.770948638,-0.158321755,0.874203266,NA,64400310,64401034,ChrY
OIIa.chrY.v1.g392120,0.315221315,-0.120911183,8.75391628,-0.013812239,0.988979778,NA,64930250,64930468,ChrY
OIIa.chrY.v1.g392130,0,NA,NA,NA,NA,NA,65309062,65309373,ChrY
OIIa.chrY.v1.g392200,153.8800832,-10.41782311,1.333029638,-7.815147399,5.49E-15,1.23E-12,65586546,65587571,ChrY
OIIa.chrY.v1.g392210,0.85956241,0,8.775233444,0,1,NA,65620440,65620724,ChrY
OIIa.chrY.v1.g392220,72.40306139,-9.48027994,1.08954514,-8.701135542,3.29E-18,9.37E-16,65631299,65631920,ChrY
OIIa.chrY.v1.g392230,7.971011033,-5.920663236,1.950543685,-3.035391251,0.002402238,0.019223375,65644781,65645233,ChrY
OIIa.chrY.v1.g392300,0.268070627,-1.285363889,8.773258855,-0.146509286,0.88351936,NA,65836697,65837925,ChrY
OIIa.chrY.v1.g392310,2.380198699,-2.573783335,2.743160871,-0.938254611,0.34811358,0.60832639,65853667,65853988,ChrY
OIIa.chrY.v1.g392320,116.6002,0.278157929,0.810845945,0.34304658,0.731563418,0.8910728,65854340,65854839,ChrY
OIIa.chrY.v1.g392330,0.152927692,0,8.775233444,0,1,NA,65881649,65882032,ChrY
OIIa.chrY.v1.g392340,0,NA,NA,NA,NA,NA,65890027,65890562,ChrY
OIIa.chrY.v1.g392350,1.129977885,-6.569742868,8.717273901,-0.753646489,NA,NA,65906183,65906633,ChrY
OIIa.chrY.v1.g392370,12.81139458,-2.719580192,1.623507133,-1.675126729,0.09390937,0.266101773,65920734,65921344,ChrY
OIIa.chrY.v1.g392380,6.716155092,-6.3150554,2.523451168,-2.502547099,0.012330322,0.063889906,65921386,65921935,ChrY
OIIa.chrY.v1.g392400,936.2301878,-13.90556408,1.051140444,-13.22902582,5.97E-40,9.65E-37,66026918,66040351,ChrY
OIIa.chrY.v1.g392410,2.048323624,-4.519878873,3.006899168,-1.503169418,0.132795362,0.333922427,66030977,66031324,ChrY
OIIa.chrY.v1.g392420,5.72015979,0.003933459,1.422829784,0.002764533,0.997794225,1,66099743,66100042,ChrY
OIIa.chrY.v1.g392430,0,NA,NA,NA,NA,NA,66395973,66396311,ChrY
OIIa.chrY.v1.g392460,0.398148311,-3.15648239,8.732027309,-0.361483339,0.717738158,NA,66710350,66711750,ChrY
OIIa.chrY.v1.g392470,0,NA,NA,NA,NA,NA,66744107,66744316,ChrY
OIIa.chrY.v1.g392480,0,NA,NA,NA,NA,NA,66902044,66902349,ChrY
OIIa.chrY.v1.g392490,0,NA,NA,NA,NA,NA,66905361,66906830,ChrY
OIIa.chrY.v1.g392500,0,NA,NA,NA,NA,NA,66907028,66907987,ChrY
OIIa.chrY.v1.g392510,0.022100082,0,8.775233444,0,1,NA,66941417,66941746,ChrY
OIIa.chrY.v1.g392540,0,NA,NA,NA,NA,NA,67016159,67017934,ChrY
OIIa.chrY.v1.g392600,132.322638,-11.35036437,1.054123989,-10.76757999,4.90E-27,2.35E-24,67507170,67509512,ChrY
OIIa.chrY.v1.g392610,0,NA,NA,NA,NA,NA,67532382,67532615,ChrY
OIIa.chrY.v1.g392620,0.089658672,0,8.775233444,0,1,NA,67546137,67546436,ChrY
OIIa.chrY.v1.g392630,0,NA,NA,NA,NA,NA,67710473,67710757,ChrY
OIIa.chrY.v1.g392640,0,NA,NA,NA,NA,NA,67715972,67716205,ChrY
OIIa.chrY.v1.g392650,0,NA,NA,NA,NA,NA,68135810,68136250,ChrY
OIIa.chrY.v1.g392680,0,NA,NA,NA,NA,NA,68230343,68230633,ChrY
OIIa.chrY.v1.g392710,0,NA,NA,NA,NA,NA,68556299,68556841,ChrY
OIIa.chrY.v1.g392720,0,NA,NA,NA,NA,NA,68711011,68715404,ChrY
OIIa.chrY.v1.g392730,0,NA,NA,NA,NA,NA,68716274,68716492,ChrY
OIIa.chrY.v1.g392740,0,NA,NA,NA,NA,NA,68779875,68780492,ChrY
OIIa.chrY.v1.g392750,0,NA,NA,NA,NA,NA,68908859,68909260,ChrY
OIIa.chrY.v1.g392780,0,NA,NA,NA,NA,NA,69073373,69073696,ChrY
OIIa.chrY.v1.g392790,0,NA,NA,NA,NA,NA,69073847,69074074,ChrY
OIIa.chrY.v1.g392800,0,NA,NA,NA,NA,NA,69074518,69074730,ChrY
OIIa.chrY.v1.g392930,0,NA,NA,NA,NA,NA,69437822,69438511,ChrY
OIIa.chrY.v1.g392940,0,NA,NA,NA,NA,NA,69444041,69444589,ChrY
OIIa.chrY.v1.g392950,0,NA,NA,NA,NA,NA,69452614,69453090,ChrY
OIIa.chrY.v1.g392970,640.9794895,-7.670562983,1.457730708,-5.26198902,1.43E-07,8.14E-06,69770732,69772285,ChrY
OIIa.chrY.v1.g392980,45.06370366,0.441990365,1.395294897,0.316772007,0.751416606,0.901614442,69909222,69909850,ChrY
OIIa.chrY.v1.g392990,0,NA,NA,NA,NA,NA,69973221,69973433,ChrY
OIIa.chrY.v1.g393000,71.46522203,-5.126834415,1.353237937,-3.788568347,0.000151518,0.002358036,69980673,69983088,ChrY
OIIa.chrY.v1.g393050,0,NA,NA,NA,NA,NA,70542087,70542335,ChrY
OIIa.chrY.v1.g393060,0.378037195,0,8.775233444,0,1,NA,70734442,70738999,ChrY
OIIa.chrY.v1.g393100,0.716293796,3.679520275,8.72998803,0.421480564,0.673404201,NA,70785238,70786187,ChrY
OIIa.chrY.v1.g393150,0,NA,NA,NA,NA,NA,71140945,71141610,ChrY
OIIa.chrY.v1.g393160,0.023089034,0,8.775233444,0,1,NA,71158384,71158698,ChrY
OIIa.chrY.v1.g393250,0,NA,NA,NA,NA,NA,71634255,71635436,ChrY
OIIa.chrY.v1.g393260,3.945214389,-0.045867554,1.030664182,-0.044502908,0.964503534,1,71680920,71681588,ChrY
OIIa.chrY.v1.g393270,0,NA,NA,NA,NA,NA,71814351,71815035,ChrY
OIIa.chrY.v1.g393310,142.7690941,-0.001518381,0.372084798,-0.00408074,0.996744049,1,72138295,72138980,ChrY
OIIa.chrY.v1.g393320,0.168576244,0,8.775233444,0,1,NA,72163228,72163455,ChrY
OIIa.chrY.v1.g393330,32.24152698,0.009105516,0.471485503,0.019312399,0.984591893,1,72181309,72182033,ChrY
OIIa.chrY.v1.g393340,0,NA,NA,NA,NA,NA,72340622,72340939,ChrY
OIIa.chrY.v1.g393350,0,NA,NA,NA,NA,NA,72476615,72478284,ChrY
OIIa.chrY.v1.g393500,0.161235225,0,8.775233444,0,1,NA,72683619,72683861,ChrY
OIIa.chrY.v1.g393530,4.872097256,-4.601404979,1.864983886,-2.467262593,0.013615047,0.068559514,73002645,73004354,ChrY
OIIa.chrY.v1.g393540,36.77718221,-4.225862257,2.194639719,-1.925538037,0.054162082,0.183127372,73038796,73039218,ChrY
OIIa.chrY.v1.g393560,0.346785761,0,8.775233444,0,1,NA,73059669,73060058,ChrY
OIIa.chrY.v1.g393580,0,NA,NA,NA,NA,NA,73421850,73422579,ChrY
OIIa.chrY.v1.g393650,10.20325923,-5.932691534,1.318660211,-4.499029762,6.83E-06,0.000195648,73552680,73557033,ChrY
OIIa.chrY.v1.g393660,0,NA,NA,NA,NA,NA,73740336,73740539,ChrY
OIIa.chrY.v1.g393670,0,NA,NA,NA,NA,NA,74188461,74188874,ChrY
OIIa.chrY.v1.g393680,0,NA,NA,NA,NA,NA,74286395,74286881,ChrY
OIIa.chrY.v1.g393690,0,NA,NA,NA,NA,NA,74286420,74286659,ChrY
OIIa.chrY.v1.g393760,0,NA,NA,NA,NA,NA,74752647,74753450,ChrY
OIIa.chrY.v1.g393770,0,NA,NA,NA,NA,NA,74754040,74754796,ChrY
OIIa.chrY.v1.g393780,0,NA,NA,NA,NA,NA,74755201,74755497,ChrY
OIIa.chrY.v1.g393790,0,NA,NA,NA,NA,NA,74835694,74836131,ChrY
OIIa.chrY.v1.g393800,0,NA,NA,NA,NA,NA,74858303,74858686,ChrY
OIIa.chrY.v1.g393830,6.824650098,-1.168302744,1.360817836,-0.858529858,0.390599951,0.647134414,75390812,75391365,ChrY
OIIa.chrY.v1.g393840,0,NA,NA,NA,NA,NA,75765042,75765284,ChrY
OIIa.chrY.v1.g393850,12.40007478,0.227011367,1.389158954,0.163416408,0.870190585,0.962438918,75919417,75919752,ChrY
OIIa.chrY.v1.g393900,26.17885979,-8.779314147,1.11428242,-7.878894963,3.30E-15,7.57E-13,76166346,76184003,ChrY
OIIa.chrY.v1.g393910,16.20795872,-7.847186617,1.196166186,-6.560281262,5.37E-11,7.22E-09,76196067,76197460,ChrY
OIIa.chrY.v1.g393930,0.6191478,-0.558618053,8.775233444,-0.063658483,0.949242163,NA,76198580,76198948,ChrY
OIIa.chrY.v1.g393940,1.246062507,0.880782131,4.57798799,0.192395029,0.847432786,0.951242197,76215769,76217151,ChrY
OIIa.chrY.v1.g393990,34.42861855,-9.547664702,1.241524135,-7.690277163,1.47E-14,3.13E-12,76511621,76513966,ChrY
OIIa.chrY.v1.g394000,0.875089016,-2.348780064,8.744225827,-0.268609264,0.788230383,NA,76548998,76550137,ChrY
OIIa.chrY.v1.g394020,0,NA,NA,NA,NA,NA,76566837,76567145,ChrY
OIIa.chrY.v1.g394030,0.106221173,0,8.775233444,0,1,NA,76913858,76914145,ChrY
OIIa.chrY.v1.g394040,0.41066321,1.526998092,3.377794678,0.452069542,0.651218885,NA,76914228,76914713,ChrY
OIIa.chrY.v1.g394110,0,NA,NA,NA,NA,NA,77338752,77338979,ChrY
OIIa.chrY.v1.g394120,0.240757008,0.884021438,8.775233444,0.100740504,0.919756458,NA,77343663,77343893,ChrY
OIIa.chrY.v1.g394130,0.061258296,0.884021438,8.775233444,0.100740504,0.919756458,NA,77346377,77346604,ChrY
OIIa.chrY.v1.g394140,4297.970009,-0.44849791,0.212633886,-2.109249463,0.034923054,0.134747926,77418517,77419311,ChrY
OIIa.chrY.v1.g394150,0.270108356,0,8.775233444,0,1,NA,77437029,77437505,ChrY
OIIa.chrY.v1.g394160,0,NA,NA,NA,NA,NA,77714726,77714941,ChrY
OIIa.chrY.v1.g394170,0,NA,NA,NA,NA,NA,77721363,77721647,ChrY
OIIa.chrY.v1.g394180,0,NA,NA,NA,NA,NA,77732058,77732315,ChrY
OIIa.chrY.v1.g394190,0.080451967,0,8.775233444,0,1,NA,77917130,77918431,ChrY
OIIa.chrY.v1.g394200,0,NA,NA,NA,NA,NA,77951637,77951930,ChrY
OIIa.chrY.v1.g394220,0.37857405,0.884028879,7.757160791,0.113962944,0.909267169,NA,77980027,77980646,ChrY
OIIa.chrY.v1.g394260,99.8170107,-10.30375994,1.063593606,-9.687685109,3.40E-22,1.24E-19,78016935,78018677,ChrY
OIIa.chrY.v1.g394270,0.171421607,0,8.775233444,0,1,NA,78021464,78021826,ChrY
OIIa.chrY.v1.g394280,0.128401427,0,8.775233444,0,1,NA,78021830,78022135,ChrY
OIIa.chrY.v1.g394310,0.270721786,-1.218097579,8.774354411,-0.138824752,0.889588634,NA,78031042,78031359,ChrY
OIIa.chrY.v1.g394320,243.5533984,-11.69446503,1.042137786,-11.22161118,3.19E-29,1.82E-26,78040596,78076344,ChrY
OIIa.chrY.v1.g394330,0,NA,NA,NA,NA,NA,78131392,78131628,ChrY
OIIa.chrY.v1.g394340,0,NA,NA,NA,NA,NA,78134416,78134811,ChrY
OIIa.chrY.v1.g394350,0,NA,NA,NA,NA,NA,78135222,78135920,ChrY
OIIa.chrY.v1.g394360,4.041750237,1.648355309,0.973145083,1.693843331,0.090295058,0.259423038,78141258,78142036,ChrY
OIIa.chrY.v1.g394370,3.524799278,-1.276826751,3.886319202,-0.328543973,0.742500402,0.896371744,78145031,78145246,ChrY
OIIa.chrY.v1.g394410,2.828326483,-2.737916494,1.781863708,-1.536546528,0.124404395,0.320195975,78263446,78266089,ChrY
OIIa.chrY.v1.g394420,90.20045814,-10.92834313,1.068815059,-10.22472788,1.54E-24,6.48E-22,78269512,78271395,ChrY
OIIa.chrY.v1.g394430,2.062760908,-3.674999563,3.812304654,-0.963983704,0.335054096,0.594268149,78283513,78284103,ChrY
OIIa.chrY.v1.g394450,2.122321169,-2.691768198,1.180267386,-2.2806427,0.022569598,0.098629192,78286346,78286690,ChrY
OIIa.chrY.v1.g394460,0,NA,NA,NA,NA,NA,78311528,78311803,ChrY
OIIa.chrY.v1.g394480,40.44283449,-4.954569779,0.796853845,-6.217664397,5.05E-10,5.54E-08,78841546,78842605,ChrY
OIIa.chrY.v1.g394510,1.914971079,1.734810531,6.472220464,0.268039468,0.788668939,0.92151719,78925569,78925781,ChrY
OIIa.chrY.v1.g394520,0,NA,NA,NA,NA,NA,79056928,79057209,ChrY
OIIa.chrY.v1.g394540,0,NA,NA,NA,NA,NA,79258727,79258981,ChrY
OIIa.chrY.v1.g394550,0,NA,NA,NA,NA,NA,79348615,79348875,ChrY
OIIa.chrY.v1.g394700,0,NA,NA,NA,NA,NA,80549943,80550825,ChrY
OIIa.chrY.v1.g394710,0.01059899,0.884021438,8.775233444,0.100740504,0.919756458,NA,80550851,80551726,ChrY
OIIa.chrY.v1.g394740,8.577059636,-5.902526222,1.360593435,-4.338199839,1.44E-05,0.000359034,80710238,80710468,ChrY
OIIa.chrY.v1.g394750,0,NA,NA,NA,NA,NA,80748965,80749291,ChrY
OIIa.chrY.v1.g394770,0,NA,NA,NA,NA,NA,80787410,80787886,ChrY
OIIa.chrY.v1.g394780,0.309491912,-1.717840176,8.759809201,-0.196104748,0.84452818,NA,80832747,80832962,ChrY
OIIa.chrY.v1.g394820,0.438306595,-0.558632215,5.129147641,-0.108913265,0.913271286,NA,80842388,80842684,ChrY
OIIa.chrY.v1.g394830,10.37247976,-8.41802188,3.292723952,-2.556552569,0.01057151,0.057413858,80880545,80881889,ChrY
OIIa.chrY.v1.g394850,0,NA,NA,NA,NA,NA,81077727,81078071,ChrY
OIIa.chrY.v1.g394860,0,NA,NA,NA,NA,NA,81078126,81078641,ChrY
OIIa.chrY.v1.g394890,0.056386298,0,8.775233444,0,1,NA,81108824,81109339,ChrY
OIIa.chrY.v1.g394900,0,NA,NA,NA,NA,NA,81109526,81109819,ChrY
OIIa.chrY.v1.g394910,0,NA,NA,NA,NA,NA,81315623,81315996,ChrY
OIIa.chrY.v1.g394920,0.013955232,0,8.775233444,0,1,NA,81369552,81371327,ChrY
OIIa.chrY.v1.g395000,94.53817978,-9.850141575,1.397098638,-7.050426723,1.78E-12,2.83E-10,81626671,81697815,ChrY
OIIa.chrY.v1.g395010,7.390328824,-6.171479452,1.713953351,-3.600727784,0.000317328,0.004137027,81749278,81751966,ChrY
OIIa.chrY.v1.g395030,1.040480803,-1.170612681,1.993716102,-0.58715114,0.557102204,NA,81755987,81757369,ChrY
OIIa.chrY.v1.g395040,0,NA,NA,NA,NA,NA,81763741,81764322,ChrY
OIIa.chrY.v1.g395060,11.37002462,-0.643157172,1.453813393,-0.442393209,0.658204693,0.848700949,81770393,81773249,ChrY
OIIa.chrY.v1.g395070,5.152986763,-2.015663991,1.742147276,-1.156999766,0.247272456,0.496191513,81811002,81811253,ChrY
OIIa.chrY.v1.g395100,0,NA,NA,NA,NA,NA,81990089,81990421,ChrY
OIIa.chrY.v1.g395160,0,NA,NA,NA,NA,NA,82095498,82095734,ChrY
OIIa.chrY.v1.g395170,479.0231925,-12.80146336,1.036975023,-12.34500647,5.18E-35,4.97E-32,82099307,82101890,ChrY
OIIa.chrY.v1.g395180,1.745061527,-4.705846049,4.203222265,-1.119580587,0.262892532,0.515424767,82103611,82104063,ChrY
OIIa.chrY.v1.g395190,0.230450474,-3.206502168,8.731472949,-0.367234966,0.71344376,NA,82113880,82114602,ChrY
OIIa.chrY.v1.g395200,0.040160597,0,8.775233444,0,1,NA,82197349,82198449,ChrY
OIIa.chrY.v1.g395210,0.930374175,0,8.039596441,0,1,NA,82204130,82205107,ChrY
OIIa.chrY.v1.g395230,2.860153721,-6.544516088,2.637673923,-2.4811695,0.013095209,0.066577568,82220376,82221620,ChrY
OIIa.chrY.v1.g395250,56.15459472,-10.55457119,1.064112001,-9.918665682,3.45E-23,1.37E-20,82223720,82224286,ChrY
OIIa.chrY.v1.g395260,0.054567051,0,8.775233444,0,1,NA,82227232,82227441,ChrY
OIIa.chrY.v1.g395280,2.381852362,1.235078363,3.125587758,0.395150755,0.692731633,0.869086669,82240288,82242366,ChrY
OIIa.chrY.v1.g395290,34.28084712,-9.508450139,1.317739826,-7.215726466,5.36E-13,9.34E-11,82274311,82274775,ChrY
OIIa.chrY.v1.g395310,0.01955266,0,8.775233444,0,1,NA,82512835,82513137,ChrY
OIIa.chrY.v1.g395320,155.930349,-11.6457551,1.060663944,-10.97968415,4.79E-28,2.52E-25,82515414,82516394,ChrY
OIIa.chrY.v1.g395330,1.620697029,-4.432143902,3.802516365,-1.165581808,0.243783566,0.492237702,82519308,82519907,ChrY
OIIa.chrY.v1.g395340,0,NA,NA,NA,NA,NA,82552878,82553276,ChrY
OIIa.chrY.v1.g395350,0,NA,NA,NA,NA,NA,82556388,82556648,ChrY
OIIa.chrY.v1.g395400,0.480238577,0,8.775233444,0,1,NA,82897971,82898378,ChrY
OIIa.chrY.v1.g395410,0,NA,NA,NA,NA,NA,83028994,83029689,ChrY
OIIa.chrY.v1.g395420,345.3827096,-12.78061941,1.029491345,-12.41449913,2.18E-35,2.40E-32,83089991,83111828,ChrY
OIIa.chrY.v1.g395430,0.266936244,0,8.775233444,0,1,NA,83092302,83092631,ChrY
OIIa.chrY.v1.g395440,0,NA,NA,NA,NA,NA,83142429,83142725,ChrY
OIIa.chrY.v1.g395510,0,NA,NA,NA,NA,NA,83308028,83308849,ChrY
OIIa.chrY.v1.g395520,0.966035553,0,4.756135113,0,1,NA,83332341,83334404,ChrY
OIIa.chrY.v1.g395540,0,NA,NA,NA,NA,NA,83426013,83426399,ChrY
OIIa.chrY.v1.g395560,0,NA,NA,NA,NA,NA,83427520,83427924,ChrY
OIIa.chrY.v1.g395620,4.414292583,-1.932281643,6.153678144,-0.31400434,0.753517743,0.90275958,83650830,83651161,ChrY
OIIa.chrY.v1.g395750,0,NA,NA,NA,NA,NA,84108182,84108544,ChrY
OIIa.chrY.v1.g395780,1.60073044,-4.807879825,5.198065723,-0.924936328,0.354999028,0.614857501,84438193,84438852,ChrY
OIIa.chrY.v1.g395790,156.1313911,-12.10383263,1.069845704,-11.31362455,1.12E-29,6.97E-27,84439515,84439880,ChrY
OIIa.chrY.v1.g395880,0,NA,NA,NA,NA,NA,85116756,85117214,ChrY
OIIa.chrY.v1.g395890,0.040848588,0,8.775233444,0,1,NA,85157227,85160112,ChrY
OIIa.chrY.v1.g396050,1.53788864,-3.626654913,3.259647516,-1.11259113,0.265884072,0.51896925,85280452,85280922,ChrY
OIIa.chrY.v1.g396060,0.118531319,-2.453618343,8.742231666,-0.2806627,0.77896912,NA,85283604,85284082,ChrY
OIIa.chrY.v1.g396070,0.102829791,0,8.775233444,0,1,NA,85343871,85344915,ChrY
OIIa.chrY.v1.g396130,74.72415095,-10.53006239,1.872221536,-5.624367729,1.86E-08,1.44E-06,85632210,85686154,ChrY
OIIa.chrY.v1.g396140,0.104046797,0.884021438,8.775233444,0.100740504,0.919756458,NA,85688775,85689431,ChrY
OIIa.chrY.v1.g396150,0.104358087,0,8.775233444,0,1,NA,85689460,85690608,ChrY
OIIa.chrY.v1.g396160,0.030600723,0,8.775233444,0,1,NA,85690645,85691100,ChrY
OIIa.chrY.v1.g396170,0.563113065,0,8.775233444,0,1,NA,85704167,85705531,ChrY
OIIa.chrY.v1.g396200,0,NA,NA,NA,NA,NA,85729687,85730301,ChrY
OIIa.chrY.v1.g396210,0,NA,NA,NA,NA,NA,85730494,85730871,ChrY
OIIa.chrY.v1.g396220,0.424584354,0,8.775233444,0,1,NA,85730911,85732020,ChrY
OIIa.chrY.v1.g396260,0,NA,NA,NA,NA,NA,85824840,85826168,ChrY
OIIa.chrY.v1.g396270,0,NA,NA,NA,NA,NA,85825096,85825317,ChrY
OIIa.chrY.v1.g396280,0,NA,NA,NA,NA,NA,85957076,85957348,ChrY
OIIa.chrY.v1.g396290,0,NA,NA,NA,NA,NA,86020306,86020752,ChrY
OIIa.chrY.v1.g396300,0,NA,NA,NA,NA,NA,86021498,86021731,ChrY
OIIa.chrY.v1.g396310,0,NA,NA,NA,NA,NA,86029644,86029994,ChrY
OIIa.chrY.v1.g396320,0,NA,NA,NA,NA,NA,86114585,86114940,ChrY
OIIa.chrY.v1.g396330,0,NA,NA,NA,NA,NA,86131799,86132287,ChrY
OIIa.chrY.v1.g396340,0,NA,NA,NA,NA,NA,86296521,86296817,ChrY
OIIa.chrY.v1.g396350,0.060246221,-1.98299691,8.752426464,-0.226565389,0.820761708,NA,86343532,86344344,ChrY
OIIa.chrY.v1.g396360,1.779582725,2.345045191,1.772938139,1.322688671,0.185938933,0.413952068,86346206,86349041,ChrY
OIIa.chrY.v1.g396370,0.060246221,-1.98299691,8.752426464,-0.226565389,0.820761708,NA,86443108,86443920,ChrY
OIIa.chrY.v1.g396380,0.926701964,2.093537672,2.621793903,0.798513442,0.424572596,NA,86445781,86448617,ChrY
OIIa.chrY.v1.g396390,0.060246221,-1.98299691,8.752426464,-0.226565389,0.820761708,NA,86517361,86518173,ChrY
OIIa.chrY.v1.g396400,2.011971788,-2.641854539,1.821138643,-1.450660854,0.146874321,0.356767265,86520034,86522870,ChrY
OIIa.chrY.v1.g396420,0,NA,NA,NA,NA,NA,86619664,86619963,ChrY
OIIa.chrY.v1.g396430,0,NA,NA,NA,NA,NA,86632894,86633439,ChrY
OIIa.chrY.v1.g396450,0,NA,NA,NA,NA,NA,86683308,86683589,ChrY
OIIa.chrY.v1.g396510,0,NA,NA,NA,NA,NA,87055079,87055342,ChrY
OIIa.chrY.v1.g396520,0.021759185,0,8.775233444,0,1,NA,87060072,87060902,ChrY
OIIa.chrY.v1.g396530,0,NA,NA,NA,NA,NA,87072916,87073575,ChrY
OIIa.chrY.v1.g396540,0,NA,NA,NA,NA,NA,87073752,87074003,ChrY
OIIa.chrY.v1.g396550,0,NA,NA,NA,NA,NA,87077397,87077672,ChrY
OIIa.chrY.v1.g396560,0,NA,NA,NA,NA,NA,87153700,87154386,ChrY
OIIa.chrY.v1.g396570,0,NA,NA,NA,NA,NA,87154539,87154904,ChrY
OIIa.chrY.v1.g396590,0,NA,NA,NA,NA,NA,87189902,87190186,ChrY
OIIa.chrY.v1.g396600,0,NA,NA,NA,NA,NA,87249336,87251492,ChrY
OIIa.chrY.v1.g396610,0.054180266,0,8.775233444,0,1,NA,87252427,87254711,ChrY
OIIa.chrY.v1.g396620,0,NA,NA,NA,NA,NA,87260090,87260521,ChrY
OIIa.chrY.v1.g396630,0,NA,NA,NA,NA,NA,87286457,87286758,ChrY
OIIa.chrY.v1.g396640,11.51983316,-6.634164446,3.648983143,-1.818085803,0.06905102,0.21559685,87771914,87774097,ChrY
OIIa.chrY.v1.g396700,0,NA,NA,NA,NA,NA,88106958,88107323,ChrY
OIIa.chrY.v1.g396760,333.0326196,-10.48973723,0.795306736,-13.18954908,1.01E-39,1.42E-36,88268474,88269568,ChrY
OIIa.chrY.v1.g396770,0.041752282,0,8.775233444,0,1,NA,88306564,88307709,ChrY
OIIa.chrY.v1.g396840,0,NA,NA,NA,NA,NA,88393072,88393293,ChrY
OIIa.chrY.v1.g396850,0.021759185,0,8.775233444,0,1,NA,88559194,88560120,ChrY
OIIa.chrY.v1.g396860,0,NA,NA,NA,NA,NA,88560918,88561253,ChrY
OIIa.chrY.v1.g396870,0,NA,NA,NA,NA,NA,88561822,88562115,ChrY
OIIa.chrY.v1.g396880,0,NA,NA,NA,NA,NA,88590150,88591741,ChrY
OIIa.chrY.v1.g396890,0,NA,NA,NA,NA,NA,88680659,88681027,ChrY
