gene,bin,bin_adv,dN/dS,species
CaSa_OIIb.chrX.v1.g425820.t1,X-linked,HXR,0.50703,cannabis
CaSa_OIIb.chr7.v1.g319570.t1,Autosomal,Autosomal,0.5068,cannabis
CaSa_OIIb.chrX.v1.g392890.t1,X-linked,PAR,0.50675,cannabis
CaSa_OIIb.chr1.v1.g084930.t1,Autosomal,Autosomal,0.50628,cannabis
CaSa_OIIb.chr2.v1.g140610.t1,Autosomal,Autosomal,0.50623,cannabis
CaSa_OIIb.chr1.v1.g081100.t1,Autosomal,Autosomal,0.50594,cannabis
CaSa_OIIb.chr8.v1.g328680.t1,Autosomal,Autosomal,0.50452,cannabis
CaSa_OIIb.chr4.v1.g183210.t1,Autosomal,Autosomal,0.50376,cannabis
CaSa_OIIb.chr9.v1.g363120.t1,Autosomal,Autosomal,0.50372,cannabis
CaSa_OIIb.chr1.v1.g060810.t1,Autosomal,Autosomal,0.50364,cannabis
CaSa_OIIb.chr8.v1.g345020.t1,Autosomal,Autosomal,0.50313,cannabis
CaSa_OIIb.chr8.v1.g347340.t1,Autosomal,Autosomal,0.5024,cannabis
CaSa_OIIb.chr7.v1.g304600.t1,Autosomal,Autosomal,0.50224,cannabis
CaSa_OIIb.chr6.v1.g279170.t1,Autosomal,Autosomal,0.50203,cannabis
CaSa_OIIb.chrX.v1.g438850.t1,X-linked,HXR,0.50193,cannabis
CaSa_OIIb.chr8.v1.g333740.t1,Autosomal,Autosomal,0.50114,cannabis
CaSa_OIIb.chr9.v1.g382740.t1,Autosomal,Autosomal,0.5004,cannabis
CaSa_OIIb.chr6.v1.g286870.t1,Autosomal,Autosomal,0.50019,cannabis
CaSa_OIIb.chr3.v1.g158360.t1,Autosomal,Autosomal,0.5001,cannabis
CaSa_OIIb.chr5.v1.g250740.t1,Autosomal,Autosomal,0.49959,cannabis
CaSa_OIIb.chr1.v1.g098980.t1,Autosomal,Autosomal,0.49927,cannabis
CaSa_OIIb.chr3.v1.g165780.t1,Autosomal,Autosomal,0.49896,cannabis
CaSa_OIIb.chrX.v1.g398330.t1,X-linked,PAR,0.49851,cannabis
CaSa_OIIb.chr4.v1.g198990.t1,Autosomal,Autosomal,0.49785,cannabis
CaSa_OIIb.chrX.v1.g399460.t1,X-linked,PAR,0.49753,cannabis
CaSa_OIIb.chr2.v1.g138200.t1,Autosomal,Autosomal,0.49719,cannabis
CaSa_OIIb.chr6.v1.g259690.t1,Autosomal,Autosomal,0.49606,cannabis
CaSa_OIIb.chr6.v1.g275440.t1,Autosomal,Autosomal,0.49573,cannabis
CaSa_OIIb.chr4.v1.g205410.t1,Autosomal,Autosomal,0.49526,cannabis
CaSa_OIIb.chr8.v1.g354130.t1,Autosomal,Autosomal,0.49407,cannabis
CaSa_OIIb.chr8.v1.g343540.t1,Autosomal,Autosomal,0.49329,cannabis
CaSa_OIIb.chr1.v1.g066550.t1,Autosomal,Autosomal,0.49276,cannabis
CaSa_OIIb.chr2.v1.g116710.t1,Autosomal,Autosomal,0.49227,cannabis
CaSa_OIIb.chrX.v1.g401540.t1,X-linked,PAR,0.49222,cannabis
CaSa_OIIb.chr1.v1.g103280.t1,Autosomal,Autosomal,0.49214,cannabis
CaSa_OIIb.chr1.v1.g066650.t1,Autosomal,Autosomal,0.49134,cannabis
CaSa_OIIb.chrX.v1.g426960.t1,X-linked,HXR,0.49086,cannabis
CaSa_OIIb.chrX.v1.g409960.t1,X-linked,PAR,0.49015,cannabis
CaSa_OIIb.chr9.v1.g359400.t1,Autosomal,Autosomal,0.48793,cannabis
CaSa_OIIb.chr6.v1.g276380.t1,Autosomal,Autosomal,0.48778,cannabis
CaSa_OIIb.chr2.v1.g129600.t1,Autosomal,Autosomal,0.48772,cannabis
CaSa_OIIb.chr7.v1.g300200.t1,Autosomal,Autosomal,0.48724,cannabis
CaSa_OIIb.chr8.v1.g347520.t1,Autosomal,Autosomal,0.48698,cannabis
CaSa_OIIb.chrX.v1.g402050.t1,X-linked,PAR,0.48649,cannabis
CaSa_OIIb.chr6.v1.g282870.t1,Autosomal,Autosomal,0.48648,cannabis
CaSa_OIIb.chrX.v1.g415000.t1,X-linked,HXR,0.48627,cannabis
CaSa_OIIb.chr1.v1.g097670.t1,Autosomal,Autosomal,0.48611,cannabis
CaSa_OIIb.chr8.v1.g341770.t1,Autosomal,Autosomal,0.48577,cannabis
CaSa_OIIb.chr1.v1.g064850.t1,Autosomal,Autosomal,0.48574,cannabis
CaSa_OIIb.chr6.v1.g260510.t1,Autosomal,Autosomal,0.48568,cannabis
CaSa_OIIb.chr9.v1.g363230.t1,Autosomal,Autosomal,0.48523,cannabis
CaSa_OIIb.chr1.v1.g086270.t1,Autosomal,Autosomal,0.48518,cannabis
CaSa_OIIb.chr6.v1.g263160.t1,Autosomal,Autosomal,0.48494,cannabis
CaSa_OIIb.chr1.v1.g063040.t1,Autosomal,Autosomal,0.48438,cannabis
CaSa_OIIb.chr8.v1.g348400.t1,Autosomal,Autosomal,0.48431,cannabis
CaSa_OIIb.chr6.v1.g259050.t1,Autosomal,Autosomal,0.48387,cannabis
CaSa_OIIb.chr8.v1.g326870.t1,Autosomal,Autosomal,0.48287,cannabis
CaSa_OIIb.chr3.v1.g157890.t1,Autosomal,Autosomal,0.48255,cannabis
CaSa_OIIb.chrX.v1.g436780.t1,X-linked,HXR,0.48159,cannabis
CaSa_OIIb.chr6.v1.g265190.t1,Autosomal,Autosomal,0.48157,cannabis
CaSa_OIIb.chr1.v1.g100940.t1,Autosomal,Autosomal,0.48114,cannabis
CaSa_OIIb.chr4.v1.g187200.t1,Autosomal,Autosomal,0.48098,cannabis
CaSa_OIIb.chrX.v1.g435790.t1,X-linked,HXR,0.48083,cannabis
CaSa_OIIb.chrX.v1.g439870.t1,X-linked,HXR,0.48078,cannabis
CaSa_OIIb.chr1.v1.g088120.t1,Autosomal,Autosomal,0.48074,cannabis
CaSa_OIIb.chr5.v1.g239810.t1,Autosomal,Autosomal,0.48065,cannabis
CaSa_OIIb.chr2.v1.g134390.t1,Autosomal,Autosomal,0.48051,cannabis
CaSa_OIIb.chr3.v1.g147790.t1,Autosomal,Autosomal,0.48019,cannabis
CaSa_OIIb.chr8.v1.g338880.t1,Autosomal,Autosomal,0.47936,cannabis
CaSa_OIIb.chr4.v1.g219010.t1,Autosomal,Autosomal,0.47764,cannabis
CaSa_OIIb.chr2.v1.g135100.t1,Autosomal,Autosomal,0.47705,cannabis
CaSa_OIIb.chr5.v1.g233280.t1,Autosomal,Autosomal,0.47695,cannabis
CaSa_OIIb.chr1.v1.g059610.t1,Autosomal,Autosomal,0.47684,cannabis
CaSa_OIIb.chr6.v1.g265770.t1,Autosomal,Autosomal,0.47675,cannabis
CaSa_OIIb.chrX.v1.g439200.t1,X-linked,HXR,0.47647,cannabis
CaSa_OIIb.chr2.v1.g141940.t1,Autosomal,Autosomal,0.47554,cannabis
CaSa_OIIb.chr1.v1.g103070.t1,Autosomal,Autosomal,0.47539,cannabis
CaSa_OIIb.chr4.v1.g193790.t1,Autosomal,Autosomal,0.47534,cannabis
CaSa_OIIb.chr8.v1.g352130.t1,Autosomal,Autosomal,0.47503,cannabis
CaSa_OIIb.chr1.v1.g067990.t1,Autosomal,Autosomal,0.47501,cannabis
CaSa_OIIb.chr8.v1.g347770.t1,Autosomal,Autosomal,0.47492,cannabis
CaSa_OIIb.chr1.v1.g069020.t1,Autosomal,Autosomal,0.47491,cannabis
CaSa_OIIb.chrX.v1.g399730.t1,X-linked,PAR,0.47458,cannabis
CaSa_OIIb.chr8.v1.g329930.t1,Autosomal,Autosomal,0.47439,cannabis
CaSa_OIIb.chr8.v1.g339610.t1,Autosomal,Autosomal,0.47409,cannabis
CaSa_OIIb.chr5.v1.g246530.t1,Autosomal,Autosomal,0.47401,cannabis
CaSa_OIIb.chr1.v1.g099170.t1,Autosomal,Autosomal,0.47379,cannabis
CaSa_OIIb.chrX.v1.g430830.t1,X-linked,HXR,0.47366,cannabis
CaSa_OIIb.chrX.v1.g438580.t1,X-linked,HXR,0.47349,cannabis
CaSa_OIIb.chr4.v1.g219100.t1,Autosomal,Autosomal,0.47211,cannabis
CaSa_OIIb.chr6.v1.g268150.t1,Autosomal,Autosomal,0.47206,cannabis
CaSa_OIIb.chr6.v1.g283650.t1,Autosomal,Autosomal,0.47187,cannabis
CaSa_OIIb.chr9.v1.g364380.t1,Autosomal,Autosomal,0.47166,cannabis
CaSa_OIIb.chr4.v1.g208810.t1,Autosomal,Autosomal,0.47138,cannabis
CaSa_OIIb.chr6.v1.g259700.t1,Autosomal,Autosomal,0.47133,cannabis
CaSa_OIIb.chr1.v1.g060030.t1,Autosomal,Autosomal,0.47132,cannabis
CaSa_OIIb.chrX.v1.g424180.t1,X-linked,HXR,0.47038,cannabis
CaSa_OIIb.chrX.v1.g395640.t1,X-linked,PAR,0.46952,cannabis
CaSa_OIIb.chr3.v1.g150800.t1,Autosomal,Autosomal,0.46936,cannabis
CaSa_OIIb.chrX.v1.g398360.t1,X-linked,PAR,0.46813,cannabis
CaSa_OIIb.chr4.v1.g214320.t1,Autosomal,Autosomal,0.46807,cannabis
CaSa_OIIb.chr4.v1.g213490.t1,Autosomal,Autosomal,0.46804,cannabis
CaSa_OIIb.chr8.v1.g353960.t1,Autosomal,Autosomal,0.46791,cannabis
CaSa_OIIb.chr5.v1.g233640.t1,Autosomal,Autosomal,0.46785,cannabis
CaSa_OIIb.chr3.v1.g147310.t1,Autosomal,Autosomal,0.46773,cannabis
CaSa_OIIb.chrX.v1.g391120.t1,X-linked,PAR,0.46767,cannabis
CaSa_OIIb.chrX.v1.g411380.t1,X-linked,PAR,0.46759,cannabis
CaSa_OIIb.chr3.v1.g157510.t1,Autosomal,Autosomal,0.46696,cannabis
CaSa_OIIb.chr3.v1.g158450.t1,Autosomal,Autosomal,0.46689,cannabis
CaSa_OIIb.chr1.v1.g099660.t1,Autosomal,Autosomal,0.46668,cannabis
CaSa_OIIb.chr9.v1.g357290.t1,Autosomal,Autosomal,0.46668,cannabis
CaSa_OIIb.chr3.v1.g174870.t1,Autosomal,Autosomal,0.46622,cannabis
CaSa_OIIb.chr1.v1.g092670.t1,Autosomal,Autosomal,0.46517,cannabis
CaSa_OIIb.chrX.v1.g399040.t1,X-linked,PAR,0.4651,cannabis
CaSa_OIIb.chrX.v1.g426700.t1,X-linked,HXR,0.46465,cannabis
CaSa_OIIb.chr1.v1.g105280.t1,Autosomal,Autosomal,0.4629,cannabis
CaSa_OIIb.chr7.v1.g317100.t1,Autosomal,Autosomal,0.46252,cannabis
CaSa_OIIb.chr1.v1.g084860.t1,Autosomal,Autosomal,0.46238,cannabis
CaSa_OIIb.chr8.v1.g326860.t1,Autosomal,Autosomal,0.46231,cannabis
CaSa_OIIb.chr8.v1.g349920.t1,Autosomal,Autosomal,0.46227,cannabis
CaSa_OIIb.chr3.v1.g154030.t1,Autosomal,Autosomal,0.462,cannabis
CaSa_OIIb.chr1.v1.g094290.t1,Autosomal,Autosomal,0.46188,cannabis
CaSa_OIIb.chr5.v1.g231630.t1,Autosomal,Autosomal,0.46185,cannabis
CaSa_OIIb.chr1.v1.g069520.t1,Autosomal,Autosomal,0.46138,cannabis
CaSa_OIIb.chr8.v1.g341070.t1,Autosomal,Autosomal,0.46109,cannabis
CaSa_OIIb.chr8.v1.g339020.t1,Autosomal,Autosomal,0.4609,cannabis
CaSa_OIIb.chr1.v1.g100730.t1,Autosomal,Autosomal,0.46076,cannabis
CaSa_OIIb.chr8.v1.g333910.t1,Autosomal,Autosomal,0.46042,cannabis
CaSa_OIIb.chrX.v1.g436700.t1,X-linked,HXR,0.46037,cannabis
CaSa_OIIb.chr3.v1.g165220.t1,Autosomal,Autosomal,0.46026,cannabis
CaSa_OIIb.chr1.v1.g102600.t1,Autosomal,Autosomal,0.45973,cannabis
CaSa_OIIb.chrX.v1.g437710.t1,X-linked,HXR,0.45939,cannabis
CaSa_OIIb.chr5.v1.g244900.t1,Autosomal,Autosomal,0.45928,cannabis
CaSa_OIIb.chrX.v1.g410630.t1,X-linked,PAR,0.45831,cannabis
CaSa_OIIb.chr8.v1.g346780.t1,Autosomal,Autosomal,0.45824,cannabis
CaSa_OIIb.chr3.v1.g147570.t1,Autosomal,Autosomal,0.45811,cannabis
CaSa_OIIb.chrX.v1.g392860.t1,X-linked,PAR,0.45716,cannabis
CaSa_OIIb.chr1.v1.g059800.t1,Autosomal,Autosomal,0.45708,cannabis
CaSa_OIIb.chr3.v1.g151380.t1,Autosomal,Autosomal,0.45674,cannabis
CaSa_OIIb.chr1.v1.g095820.t1,Autosomal,Autosomal,0.45669,cannabis
CaSa_OIIb.chr1.v1.g066060.t1,Autosomal,Autosomal,0.45669,cannabis
CaSa_OIIb.chr1.v1.g100540.t1,Autosomal,Autosomal,0.45619,cannabis
CaSa_OIIb.chr7.v1.g312220.t1,Autosomal,Autosomal,0.45618,cannabis
CaSa_OIIb.chr1.v1.g081670.t1,Autosomal,Autosomal,0.45617,cannabis
CaSa_OIIb.chr1.v1.g101840.t1,Autosomal,Autosomal,0.45607,cannabis
CaSa_OIIb.chr8.v1.g347040.t1,Autosomal,Autosomal,0.456,cannabis
CaSa_OIIb.chr8.v1.g342350.t1,Autosomal,Autosomal,0.45582,cannabis
CaSa_OIIb.chr6.v1.g276240.t1,Autosomal,Autosomal,0.45575,cannabis
CaSa_OIIb.chrX.v1.g435540.t1,X-linked,HXR,0.45507,cannabis
CaSa_OIIb.chrX.v1.g415030.t1,X-linked,HXR,0.45492,cannabis
CaSa_OIIb.chr3.v1.g148750.t1,Autosomal,Autosomal,0.45463,cannabis
CaSa_OIIb.chr5.v1.g226840.t1,Autosomal,Autosomal,0.45433,cannabis
CaSa_OIIb.chr7.v1.g318220.t1,Autosomal,Autosomal,0.4543,cannabis
CaSa_OIIb.chr3.v1.g174940.t1,Autosomal,Autosomal,0.4542,cannabis
CaSa_OIIb.chr4.v1.g184560.t1,Autosomal,Autosomal,0.45382,cannabis
CaSa_OIIb.chr1.v1.g080340.t1,Autosomal,Autosomal,0.45351,cannabis
CaSa_OIIb.chrX.v1.g407050.t1,X-linked,PAR,0.45316,cannabis
CaSa_OIIb.chrX.v1.g436360.t1,X-linked,HXR,0.45283,cannabis
CaSa_OIIb.chr1.v1.g105250.t1,Autosomal,Autosomal,0.45272,cannabis
CaSa_OIIb.chr4.v1.g188540.t1,Autosomal,Autosomal,0.45258,cannabis
CaSa_OIIb.chr1.v1.g063580.t2,Autosomal,Autosomal,0.45256,cannabis
CaSa_OIIb.chr3.v1.g166730.t1,Autosomal,Autosomal,0.45227,cannabis
CaSa_OIIb.chr4.v1.g193270.t1,Autosomal,Autosomal,0.45227,cannabis
CaSa_OIIb.chr1.v1.g094500.t1,Autosomal,Autosomal,0.45217,cannabis
CaSa_OIIb.chr6.v1.g278820.t1,Autosomal,Autosomal,0.45194,cannabis
CaSa_OIIb.chr2.v1.g109390.t1,Autosomal,Autosomal,0.4518,cannabis
CaSa_OIIb.chr8.v1.g322790.t1,Autosomal,Autosomal,0.45174,cannabis
CaSa_OIIb.chr7.v1.g297790.t1,Autosomal,Autosomal,0.45163,cannabis
CaSa_OIIb.chr5.v1.g251780.t1,Autosomal,Autosomal,0.45071,cannabis
CaSa_OIIb.chr7.v1.g299420.t1,Autosomal,Autosomal,0.4502,cannabis
CaSa_OIIb.chr1.v1.g073270.t1,Autosomal,Autosomal,0.45019,cannabis
CaSa_OIIb.chr1.v1.g089720.t1,Autosomal,Autosomal,0.44985,cannabis
CaSa_OIIb.chr5.v1.g251370.t1,Autosomal,Autosomal,0.44966,cannabis
CaSa_OIIb.chr1.v1.g098970.t1,Autosomal,Autosomal,0.44941,cannabis
CaSa_OIIb.chr1.v1.g066920.t1,Autosomal,Autosomal,0.44916,cannabis
CaSa_OIIb.chr8.v1.g349010.t1,Autosomal,Autosomal,0.44907,cannabis
CaSa_OIIb.chr9.v1.g361420.t1,Autosomal,Autosomal,0.44871,cannabis
CaSa_OIIb.chr1.v1.g093710.t1,Autosomal,Autosomal,0.44868,cannabis
CaSa_OIIb.chr4.v1.g203460.t1,Autosomal,Autosomal,0.44838,cannabis
CaSa_OIIb.chr3.v1.g154850.t1,Autosomal,Autosomal,0.44826,cannabis
CaSa_OIIb.chr9.v1.g369050.t1,Autosomal,Autosomal,0.44773,cannabis
CaSa_OIIb.chrX.v1.g398710.t1,X-linked,PAR,0.44756,cannabis
CaSa_OIIb.chrX.v1.g410600.t1,X-linked,PAR,0.44745,cannabis
CaSa_OIIb.chr8.v1.g337450.t1,Autosomal,Autosomal,0.44739,cannabis
CaSa_OIIb.chr8.v1.g330830.t1,Autosomal,Autosomal,0.44711,cannabis
CaSa_OIIb.chr6.v1.g286600.t1,Autosomal,Autosomal,0.4471,cannabis
CaSa_OIIb.chr9.v1.g366850.t1,Autosomal,Autosomal,0.44668,cannabis
CaSa_OIIb.chr1.v1.g105180.t1,Autosomal,Autosomal,0.44664,cannabis
CaSa_OIIb.chr9.v1.g361680.t1,Autosomal,Autosomal,0.4466,cannabis
CaSa_OIIb.chr2.v1.g144280.t1,Autosomal,Autosomal,0.44654,cannabis
CaSa_OIIb.chr1.v1.g083560.t1,Autosomal,Autosomal,0.44625,cannabis
CaSa_OIIb.chr1.v1.g084270.t1,Autosomal,Autosomal,0.44619,cannabis
CaSa_OIIb.chr2.v1.g141680.t1,Autosomal,Autosomal,0.44616,cannabis
CaSa_OIIb.chr3.v1.g157750.t1,Autosomal,Autosomal,0.4461,cannabis
CaSa_OIIb.chrX.v1.g438420.t1,X-linked,HXR,0.44603,cannabis
CaSa_OIIb.chr4.v1.g218250.t1,Autosomal,Autosomal,0.44603,cannabis
CaSa_OIIb.chr3.v1.g167550.t1,Autosomal,Autosomal,0.44582,cannabis
CaSa_OIIb.chr4.v1.g185840.t1,Autosomal,Autosomal,0.44537,cannabis
CaSa_OIIb.chr5.v1.g225210.t1,Autosomal,Autosomal,0.44535,cannabis
CaSa_OIIb.chr6.v1.g276960.t1,Autosomal,Autosomal,0.44525,cannabis
CaSa_OIIb.chr3.v1.g148470.t1,Autosomal,Autosomal,0.44471,cannabis
CaSa_OIIb.chrX.v1.g414930.t1,X-linked,HXR,0.4447,cannabis
CaSa_OIIb.chr1.v1.g102880.t1,Autosomal,Autosomal,0.4447,cannabis
CaSa_OIIb.chr2.v1.g119680.t1,Autosomal,Autosomal,0.44409,cannabis
CaSa_OIIb.chrX.v1.g410490.t1,X-linked,PAR,0.44394,cannabis
CaSa_OIIb.chr5.v1.g243860.t1,Autosomal,Autosomal,0.44374,cannabis
CaSa_OIIb.chrX.v1.g411860.t1,X-linked,PAR,0.4434,cannabis
CaSa_OIIb.chr8.v1.g337460.t1,Autosomal,Autosomal,0.44328,cannabis
CaSa_OIIb.chr8.v1.g335140.t1,Autosomal,Autosomal,0.44311,cannabis
CaSa_OIIb.chr1.v1.g077990.t1,Autosomal,Autosomal,0.44307,cannabis
CaSa_OIIb.chrX.v1.g408230.t1,X-linked,PAR,0.44306,cannabis
CaSa_OIIb.chr9.v1.g390560.t1,Autosomal,Autosomal,0.44291,cannabis
CaSa_OIIb.chr2.v1.g141200.t1,Autosomal,Autosomal,0.44283,cannabis
CaSa_OIIb.chr2.v1.g113680.t1,Autosomal,Autosomal,0.44261,cannabis
CaSa_OIIb.chr1.v1.g084470.t1,Autosomal,Autosomal,0.44259,cannabis
CaSa_OIIb.chr3.v1.g159690.t1,Autosomal,Autosomal,0.44234,cannabis
CaSa_OIIb.chr1.v1.g078020.t1,Autosomal,Autosomal,0.44191,cannabis
CaSa_OIIb.chr1.v1.g098000.t1,Autosomal,Autosomal,0.44189,cannabis
CaSa_OIIb.chr2.v1.g117740.t1,Autosomal,Autosomal,0.44182,cannabis
CaSa_OIIb.chr4.v1.g189240.t1,Autosomal,Autosomal,0.44163,cannabis
CaSa_OIIb.chr8.v1.g343290.t1,Autosomal,Autosomal,0.4413,cannabis
CaSa_OIIb.chr2.v1.g106760.t1,Autosomal,Autosomal,0.44107,cannabis
CaSa_OIIb.chr3.v1.g148340.t1,Autosomal,Autosomal,0.44105,cannabis
CaSa_OIIb.chr9.v1.g371960.t1,Autosomal,Autosomal,0.44103,cannabis
CaSa_OIIb.chr5.v1.g221980.t1,Autosomal,Autosomal,0.44082,cannabis
CaSa_OIIb.chr4.v1.g190360.t1,Autosomal,Autosomal,0.4408,cannabis
CaSa_OIIb.chr1.v1.g100890.t1,Autosomal,Autosomal,0.44072,cannabis
CaSa_OIIb.chr1.v1.g095740.t1,Autosomal,Autosomal,0.44043,cannabis
CaSa_OIIb.chr2.v1.g108840.t1,Autosomal,Autosomal,0.44033,cannabis
CaSa_OIIb.chr1.v1.g086070.t1,Autosomal,Autosomal,0.44018,cannabis
CaSa_OIIb.chrX.v1.g435410.t1,X-linked,HXR,0.44011,cannabis
CaSa_OIIb.chr8.v1.g345810.t1,Autosomal,Autosomal,0.44004,cannabis
CaSa_OIIb.chr8.v1.g352530.t1,Autosomal,Autosomal,0.43999,cannabis
CaSa_OIIb.chrX.v1.g425510.t1,X-linked,HXR,0.43972,cannabis
CaSa_OIIb.chr5.v1.g235240.t1,Autosomal,Autosomal,0.43941,cannabis
CaSa_OIIb.chr7.v1.g308120.t1,Autosomal,Autosomal,0.43936,cannabis
CaSa_OIIb.chr8.v1.g328170.t1,Autosomal,Autosomal,0.43929,cannabis
CaSa_OIIb.chr1.v1.g088480.t1,Autosomal,Autosomal,0.43908,cannabis
CaSa_OIIb.chrX.v1.g432670.t1,X-linked,HXR,0.43879,cannabis
CaSa_OIIb.chr4.v1.g215510.t1,Autosomal,Autosomal,0.43845,cannabis
CaSa_OIIb.chr4.v1.g217610.t1,Autosomal,Autosomal,0.43805,cannabis
CaSa_OIIb.chr5.v1.g246510.t1,Autosomal,Autosomal,0.43794,cannabis
CaSa_OIIb.chr2.v1.g135960.t1,Autosomal,Autosomal,0.43743,cannabis
CaSa_OIIb.chr3.v1.g173770.t1,Autosomal,Autosomal,0.43732,cannabis
CaSa_OIIb.chr2.v1.g138670.t1,Autosomal,Autosomal,0.4373,cannabis
CaSa_OIIb.chr4.v1.g216080.t1,Autosomal,Autosomal,0.43721,cannabis
CaSa_OIIb.chr2.v1.g115570.t1,Autosomal,Autosomal,0.437,cannabis
CaSa_OIIb.chrX.v1.g419940.t1,X-linked,HXR,0.43645,cannabis
CaSa_OIIb.chr2.v1.g139190.t1,Autosomal,Autosomal,0.43585,cannabis
CaSa_OIIb.chr8.v1.g331780.t1,Autosomal,Autosomal,0.43561,cannabis
CaSa_OIIb.chr3.v1.g172630.t1,Autosomal,Autosomal,0.43552,cannabis
CaSa_OIIb.chr2.v1.g141370.t1,Autosomal,Autosomal,0.43545,cannabis
CaSa_OIIb.chr9.v1.g362280.t1,Autosomal,Autosomal,0.43534,cannabis
CaSa_OIIb.chr8.v1.g334520.t1,Autosomal,Autosomal,0.43529,cannabis
CaSa_OIIb.chr7.v1.g291690.t1,Autosomal,Autosomal,0.43474,cannabis
CaSa_OIIb.chrX.v1.g436040.t2,X-linked,HXR,0.4345,cannabis
CaSa_OIIb.chr8.v1.g352960.t1,Autosomal,Autosomal,0.43413,cannabis
CaSa_OIIb.chr9.v1.g361000.t1,Autosomal,Autosomal,0.43408,cannabis
CaSa_OIIb.chr3.v1.g155390.t1,Autosomal,Autosomal,0.43373,cannabis
CaSa_OIIb.chr2.v1.g136800.t1,Autosomal,Autosomal,0.43359,cannabis
CaSa_OIIb.chr7.v1.g293900.t1,Autosomal,Autosomal,0.43351,cannabis
CaSa_OIIb.chr8.v1.g326500.t1,Autosomal,Autosomal,0.43305,cannabis
CaSa_OIIb.chr3.v1.g167010.t1,Autosomal,Autosomal,0.43266,cannabis
CaSa_OIIb.chr2.v1.g127520.t1,Autosomal,Autosomal,0.43249,cannabis
CaSa_OIIb.chr1.v1.g099310.t1,Autosomal,Autosomal,0.4324,cannabis
CaSa_OIIb.chr9.v1.g371360.t1,Autosomal,Autosomal,0.43239,cannabis
CaSa_OIIb.chr8.v1.g331100.t1,Autosomal,Autosomal,0.43234,cannabis
CaSa_OIIb.chr5.v1.g249040.t1,Autosomal,Autosomal,0.43219,cannabis
CaSa_OIIb.chr3.v1.g165050.t1,Autosomal,Autosomal,0.43199,cannabis
CaSa_OIIb.chr5.v1.g243250.t1,Autosomal,Autosomal,0.43198,cannabis
CaSa_OIIb.chrX.v1.g394430.t1,X-linked,PAR,0.43181,cannabis
CaSa_OIIb.chr8.v1.g345590.t1,Autosomal,Autosomal,0.43179,cannabis
CaSa_OIIb.chr4.v1.g213050.t1,Autosomal,Autosomal,0.43172,cannabis
CaSa_OIIb.chr7.v1.g300000.t1,Autosomal,Autosomal,0.43107,cannabis
CaSa_OIIb.chr4.v1.g218900.t1,Autosomal,Autosomal,0.43087,cannabis
CaSa_OIIb.chrX.v1.g426790.t1,X-linked,HXR,0.43072,cannabis
CaSa_OIIb.chr2.v1.g128960.t1,Autosomal,Autosomal,0.43022,cannabis
CaSa_OIIb.chr7.v1.g292110.t1,Autosomal,Autosomal,0.42989,cannabis
CaSa_OIIb.chr5.v1.g253500.t1,Autosomal,Autosomal,0.42979,cannabis
CaSa_OIIb.chr6.v1.g260870.t1,Autosomal,Autosomal,0.42966,cannabis
CaSa_OIIb.chr3.v1.g151460.t1,Autosomal,Autosomal,0.42948,cannabis
CaSa_OIIb.chr9.v1.g362910.t1,Autosomal,Autosomal,0.42936,cannabis
CaSa_OIIb.chr5.v1.g227360.t1,Autosomal,Autosomal,0.42932,cannabis
CaSa_OIIb.chr7.v1.g292220.t1,Autosomal,Autosomal,0.42931,cannabis
CaSa_OIIb.chrX.v1.g424410.t1,X-linked,HXR,0.4293,cannabis
CaSa_OIIb.chr8.v1.g346740.t1,Autosomal,Autosomal,0.42925,cannabis
CaSa_OIIb.chr3.v1.g154000.t1,Autosomal,Autosomal,0.42923,cannabis
CaSa_OIIb.chr6.v1.g268670.t1,Autosomal,Autosomal,0.42906,cannabis
CaSa_OIIb.chr5.v1.g249160.t1,Autosomal,Autosomal,0.42906,cannabis
CaSa_OIIb.chr6.v1.g258340.t1,Autosomal,Autosomal,0.42902,cannabis
CaSa_OIIb.chr5.v1.g247300.t1,Autosomal,Autosomal,0.42869,cannabis
CaSa_OIIb.chr2.v1.g138890.t1,Autosomal,Autosomal,0.42867,cannabis
CaSa_OIIb.chr8.v1.g342340.t1,Autosomal,Autosomal,0.42851,cannabis
CaSa_OIIb.chr1.v1.g093510.t1,Autosomal,Autosomal,0.42839,cannabis
CaSa_OIIb.chr6.v1.g275830.t1,Autosomal,Autosomal,0.42825,cannabis
CaSa_OIIb.chr9.v1.g359310.t1,Autosomal,Autosomal,0.42779,cannabis
CaSa_OIIb.chr2.v1.g140420.t1,Autosomal,Autosomal,0.42777,cannabis
CaSa_OIIb.chr3.v1.g149650.t1,Autosomal,Autosomal,0.42775,cannabis
CaSa_OIIb.chr2.v1.g119440.t1,Autosomal,Autosomal,0.42769,cannabis
CaSa_OIIb.chr1.v1.g068140.t1,Autosomal,Autosomal,0.42764,cannabis
CaSa_OIIb.chr1.v1.g098050.t1,Autosomal,Autosomal,0.42721,cannabis
CaSa_OIIb.chr4.v1.g184790.t1,Autosomal,Autosomal,0.42706,cannabis
CaSa_OIIb.chr1.v1.g063350.t1,Autosomal,Autosomal,0.42661,cannabis
CaSa_OIIb.chr6.v1.g257880.t1,Autosomal,Autosomal,0.42642,cannabis
CaSa_OIIb.chrX.v1.g401210.t1,X-linked,PAR,0.4263,cannabis
CaSa_OIIb.chr4.v1.g213430.t1,Autosomal,Autosomal,0.42625,cannabis
CaSa_OIIb.chr3.v1.g167180.t1,Autosomal,Autosomal,0.42611,cannabis
